r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time
9.727804064750671387e-01,5.408786535263061523e-01,5.010448098182678223e-01,5.274928212165832520e-01,5.654970645904541016e+00,8.100000381469726562e+00,0.000000000000000000e+00,4.040000000000000000e+02,9.000000000000000000e+00,2.850000000000000000e+02,5.000000000000000000e+00,2.336698621511459351e-01,1.761536896228790283e-01,6.579999923706054688e-01,0.000000000000000000e+00,5.153297185897827148e-01,9.276110839843750000e+01
9.727804064750671387e-01,5.432433485984802246e-01,5.020692348480224609e-01,5.366216301918029785e-01,6.159763336181640625e+00,7.699999809265136719e+00,0.000000000000000000e+00,4.110000000000000000e+02,8.000000000000000000e+00,2.830000000000000000e+02,2.000000000000000000e+00,2.636048197746276855e-01,2.228186279535293579e-01,6.620000004768371582e-01,0.000000000000000000e+00,5.240248441696166992e-01,9.416025543212890625e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.018162131309509277e-01,5.357885956764221191e-01,6.119047641754150391e+00,6.400000095367431641e+00,0.000000000000000000e+00,4.160000000000000000e+02,6.000000000000000000e+00,2.850000000000000000e+02,2.000000000000000000e+00,3.042505979537963867e-01,2.218470573425292969e-01,6.639999747276306152e-01,0.000000000000000000e+00,5.217456221580505371e-01,9.542975616455078125e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.028016567230224609e-01,5.356474518775939941e-01,5.500000000000000000e+00,6.300000190734863281e+00,0.000000000000000000e+00,3.960000000000000000e+02,5.000000000000000000e+00,2.820000000000000000e+02,2.000000000000000000e+00,3.571498692035675049e-01,2.873240709304809570e-01,6.919999718666076660e-01,0.000000000000000000e+00,5.227211117744445801e-01,9.683966064453125000e+01
9.727804064750671387e-01,5.432433485984802246e-01,5.021151304244995117e-01,5.327642560005187988e-01,5.865771770477294922e+00,6.583333492279052734e+00,0.000000000000000000e+00,4.180000000000000000e+02,7.000000000000000000e+00,2.890000000000000000e+02,2.000000000000000000e+00,4.379974901676177979e-01,3.769186139106750488e-01,7.020000219345092773e-01,0.000000000000000000e+00,5.240248441696166992e-01,9.824829101562500000e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.021982192993164062e-01,5.376230478286743164e-01,5.778443336486816406e+00,5.500000000000000000e+00,0.000000000000000000e+00,4.040000000000000000e+02,4.000000000000000000e+00,2.770000000000000000e+02,0.000000000000000000e+00,6.375896930694580078e-01,5.274682641029357910e-01,6.660000085830688477e-01,0.000000000000000000e+00,5.371195077896118164e-01,9.960537719726562500e+01
9.727804064750671387e-01,5.512423515319824219e-01,5.025818347930908203e-01,5.338090062141418457e-01,5.936305522918701172e+00,6.199999809265136719e+00,0.000000000000000000e+00,4.150000000000000000e+02,9.000000000000000000e+00,2.890000000000000000e+02,2.000000000000000000e+00,2.818031907081604004e-01,2.317244559526443481e-01,6.859999895095825195e-01,0.000000000000000000e+00,5.240248441696166992e-01,1.009458694458007812e+02
9.727804064750671387e-01,9.727804064750671387e-01,5.056756734848022461e-01,5.788443684577941895e-01,6.026144027709960938e+00,6.900000095367431641e+00,0.000000000000000000e+00,4.170000000000000000e+02,4.000000000000000000e+00,2.680000000000000000e+02,2.000000000000000000e+00,2.317524552345275879e-01,1.695412546396255493e-01,6.940000057220458984e-01,0.000000000000000000e+00,5.214438438415527344e-01,1.022063369750976562e+02
9.727804064750671387e-01,9.628556966781616211e-01,5.066524744033813477e-01,5.753626227378845215e-01,5.903030395507812500e+00,6.916666507720947266e+00,0.000000000000000000e+00,4.220000000000000000e+02,7.000000000000000000e+00,2.640000000000000000e+02,4.000000000000000000e+00,1.878520548343658447e-01,1.445733755826950073e-01,6.700000166893005371e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.034773712158203125e+02
9.727804064750671387e-01,5.432433485984802246e-01,5.029522180557250977e-01,5.376862287521362305e-01,5.454545497894287109e+00,6.800000190734863281e+00,0.000000000000000000e+00,4.010000000000000000e+02,7.000000000000000000e+00,2.460000000000000000e+02,2.000000000000000000e+00,1.546171456575393677e-01,1.015068441629409790e-01,6.700000166893005371e-01,0.000000000000000000e+00,5.308111310005187988e-01,1.048324127197265625e+02
9.727804064750671387e-01,5.408786535263061523e-01,5.022015571594238281e-01,5.316010117530822754e-01,5.379487037658691406e+00,6.500000000000000000e+00,0.000000000000000000e+00,3.740000000000000000e+02,9.000000000000000000e+00,2.150000000000000000e+02,0.000000000000000000e+00,1.347406506538391113e-01,9.933465719223022461e-02,6.100000143051147461e-01,0.000000000000000000e+00,5.220834016799926758e-01,1.061305770874023438e+02
9.727804064750671387e-01,5.456974506378173828e-01,5.043768882751464844e-01,5.393786430358886719e-01,5.776595592498779297e+00,6.250000000000000000e+00,0.000000000000000000e+00,3.930000000000000000e+02,7.000000000000000000e+00,2.120000000000000000e+02,2.000000000000000000e+00,1.240400224924087524e-01,8.047317713499069214e-02,6.240000128746032715e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.074026947021484375e+02
9.727804064750671387e-01,5.632932782173156738e-01,5.038997530937194824e-01,5.429093241691589355e-01,5.701834678649902344e+00,7.199999809265136719e+00,0.000000000000000000e+00,3.690000000000000000e+02,7.000000000000000000e+00,1.970000000000000000e+02,2.000000000000000000e+00,1.154671758413314819e-01,8.063440769910812378e-02,5.640000104904174805e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.086007080078125000e+02
9.727804064750671387e-01,9.673252701759338379e-01,5.079509019851684570e-01,6.113878488540649414e-01,5.679069995880126953e+00,6.916666507720947266e+00,0.000000000000000000e+00,3.800000000000000000e+02,7.000000000000000000e+00,2.170000000000000000e+02,4.000000000000000000e+00,1.117369011044502258e-01,8.224197477102279663e-02,5.699999928474426270e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.098304824829101562e+02
9.727804064750671387e-01,9.673252701759338379e-01,5.029628276824951172e-01,5.653499364852905273e-01,5.466367721557617188e+00,6.833333492279052734e+00,0.000000000000000000e+00,3.540000000000000000e+02,1.100000000000000000e+01,1.660000000000000000e+02,2.000000000000000000e+00,1.094753518700599670e-01,8.049097657203674316e-02,5.540000200271606445e-01,0.000000000000000000e+00,5.198706984519958496e-01,1.110059890747070312e+02
9.727804064750671387e-01,5.408786535263061523e-01,5.029574036598205566e-01,5.380924344062805176e-01,5.506608009338378906e+00,5.583333492279052734e+00,0.000000000000000000e+00,3.590000000000000000e+02,5.000000000000000000e+00,1.740000000000000000e+02,0.000000000000000000e+00,1.092260330915451050e-01,6.795490533113479614e-02,5.460000038146972656e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.122389450073242188e+02
9.727804064750671387e-01,5.408786535263061523e-01,5.025959014892578125e-01,5.378713607788085938e-01,5.272727489471435547e+00,5.000000000000000000e+00,0.000000000000000000e+00,3.610000000000000000e+02,3.000000000000000000e+00,1.650000000000000000e+02,0.000000000000000000e+00,1.089168041944503784e-01,6.612671911716461182e-02,5.820000171661376953e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.133958969116210938e+02
9.727804064750671387e-01,5.408786535263061523e-01,5.019045472145080566e-01,5.306013822555541992e-01,5.502183437347412109e+00,6.800000190734863281e+00,0.000000000000000000e+00,3.690000000000000000e+02,9.000000000000000000e+00,1.870000000000000000e+02,1.000000000000000000e+00,1.125875636935234070e-01,7.698398828506469727e-02,5.419999957084655762e-01,0.000000000000000000e+00,5.207349061965942383e-01,1.146003417968750000e+02
9.727804064750671387e-01,5.512423515319824219e-01,5.034553408622741699e-01,5.392836332321166992e-01,5.463519096374511719e+00,5.800000190734863281e+00,0.000000000000000000e+00,3.520000000000000000e+02,5.000000000000000000e+00,1.590000000000000000e+02,0.000000000000000000e+00,1.143806800246238708e-01,7.742247730493545532e-02,5.339999794960021973e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.158167266845703125e+02
9.727804064750671387e-01,5.408786535263061523e-01,5.024484395980834961e-01,5.359702110290527344e-01,5.747619152069091797e+00,5.900000095367431641e+00,0.000000000000000000e+00,3.610000000000000000e+02,6.000000000000000000e+00,1.730000000000000000e+02,0.000000000000000000e+00,1.200616210699081421e-01,9.287551045417785645e-02,5.799999833106994629e-01,0.000000000000000000e+00,5.277254581451416016e-01,1.170734558105468750e+02
9.727804064750671387e-01,5.408786535263061523e-01,5.028566122055053711e-01,5.382453203201293945e-01,5.344827651977539062e+00,5.909090995788574219e+00,0.000000000000000000e+00,3.430000000000000000e+02,6.000000000000000000e+00,1.560000000000000000e+02,1.000000000000000000e+00,1.278661489486694336e-01,9.122394770383834839e-02,5.360000133514404297e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.182789306640625000e+02
9.727804064750671387e-01,5.456974506378173828e-01,5.022705793380737305e-01,5.362067222595214844e-01,5.805555343627929688e+00,7.000000000000000000e+00,0.000000000000000000e+00,3.760000000000000000e+02,8.000000000000000000e+00,1.710000000000000000e+02,3.000000000000000000e+00,1.420257985591888428e-01,9.869726002216339111e-02,5.680000185966491699e-01,0.000000000000000000e+00,5.273523330688476562e-01,1.194751892089843750e+02
9.727804064750671387e-01,5.512423515319824219e-01,5.041153430938720703e-01,5.401414036750793457e-01,5.811594009399414062e+00,6.000000000000000000e+00,0.000000000000000000e+00,3.620000000000000000e+02,6.000000000000000000e+00,1.690000000000000000e+02,0.000000000000000000e+00,1.654857546091079712e-01,1.167711466550827026e-01,5.860000252723693848e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.206253128051757812e+02
9.727804064750671387e-01,5.396844744682312012e-01,5.011754631996154785e-01,5.324195623397827148e-01,6.065326690673828125e+00,7.699999809265136719e+00,0.000000000000000000e+00,3.770000000000000000e+02,9.000000000000000000e+00,1.980000000000000000e+02,5.000000000000000000e+00,2.141811847686767578e-01,1.688762903213500977e-01,6.019999980926513672e-01,0.000000000000000000e+00,5.220061540603637695e-01,1.217682800292968750e+02
9.727804064750671387e-01,5.476406216621398926e-01,5.040671229362487793e-01,5.398969054222106934e-01,5.696682453155517578e+00,7.545454502105712891e+00,0.000000000000000000e+00,3.720000000000000000e+02,7.000000000000000000e+00,1.700000000000000000e+02,1.000000000000000000e+00,3.094127476215362549e-01,2.514238059520721436e-01,5.780000090599060059e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.230378265380859375e+02
9.727804064750671387e-01,9.727804064750671387e-01,5.053295493125915527e-01,5.749278664588928223e-01,5.531401157379150391e+00,6.083333492279052734e+00,0.000000000000000000e+00,3.770000000000000000e+02,5.000000000000000000e+00,1.970000000000000000e+02,1.000000000000000000e+00,4.592933654785156250e-01,4.021045267581939697e-01,5.860000252723693848e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.242805099487304688e+02
